paper_id,year,venue,n_reported_gpu_rows,n_unique_benchmark_gpus,reported_gpu_units,reported_peak_tflops
2025.acl-long.559,2025,ACL,2,1,36.0,9472.0
2025.acl-long.56,2025,ACL,1,1,1.0,624.0
2025.acl-long.560,2025,ACL,1,1,8.0,2272.0
2025.acl-long.565,2025,ACL,2,1,5.0,1136.0
2025.acl-long.566,2025,ACL,2,1,16.0,4992.0
2025.acl-long.57,2025,ACL,1,1,8.0,4992.0
2025.acl-long.570,2025,ACL,1,1,2.0,1248.0
2025.acl-long.571,2025,ACL,1,1,4.0,2496.0
2025.acl-long.572,2025,ACL,2,1,24.0,12096.0
2025.acl-long.573,2025,ACL,1,1,1.0,125.0
2025.acl-long.576,2025,ACL,1,1,4.0,7916.0
2025.acl-long.578,2025,ACL,1,1,8.0,4992.0
2025.acl-long.579,2025,ACL,1,1,1.0,624.0
2025.acl-long.58,2025,ACL,1,1,4.0,2496.0
2025.acl-long.580,2025,ACL,1,1,8.0,4992.0
2025.acl-long.581,2025,ACL,5,2,7.0,1512.0
2025.acl-long.583,2025,ACL,1,1,8.0,4992.0
2025.acl-long.584,2025,ACL,2,1,4.0,1248.0
2025.acl-long.585,2025,ACL,1,1,2.0,478.0
2025.acl-long.586,2025,ACL,1,1,8.0,4992.0
2025.acl-long.587,2025,ACL,1,1,8.0,4992.0
2025.acl-long.588,2025,ACL,3,2,3.0,660.6
2025.acl-long.591,2025,ACL,1,1,4.0,2496.0
2025.acl-long.595,2025,ACL,1,1,1.0,38.7
2025.acl-long.596,2025,ACL,1,1,1.0,624.0
2025.acl-long.598,2025,ACL,1,1,8.0,6048.0
2025.acl-long.599,2025,ACL,1,1,8.0,4992.0
2025.acl-long.6,2025,ACL,1,1,4.0,154.8
2025.acl-long.60,2025,ACL,2,2,2.0,624.0
2025.acl-long.602,2025,ACL,2,2,2.0,624.0
2025.acl-long.605,2025,ACL,2,2,16.0,6048.0
2025.acl-long.606,2025,ACL,2,2,3.0,1248.0
2025.acl-long.608,2025,ACL,1,1,4.0,2496.0
2025.acl-long.61,2025,ACL,1,1,1.0,624.0
2025.acl-long.610,2025,ACL,1,1,4.0,2496.0
2025.acl-long.613,2025,ACL,1,1,4.0,2496.0
2025.acl-long.614,2025,ACL,2,2,8.0,2642.4
2025.acl-long.615,2025,ACL,2,2,16.0,6048.0
2025.acl-long.616,2025,ACL,1,1,8.0,4992.0
2025.acl-long.617,2025,ACL,1,1,1.0,284.0
2025.acl-long.619,2025,ACL,1,1,8.0,4992.0
2025.acl-long.621,2025,ACL,3,2,20.0,4992.0
2025.acl-long.625,2025,ACL,3,1,4.0,1248.0
2025.acl-long.626,2025,ACL,1,1,8.0,4992.0
2025.acl-long.629,2025,ACL,1,1,8.0,4992.0
2025.acl-long.63,2025,ACL,1,1,1.0,284.0
2025.acl-long.630,2025,ACL,1,1,1.0,624.0
2025.acl-long.631,2025,ACL,1,1,1.0,624.0
2025.acl-long.632,2025,ACL,2,1,5.0,154.8
2025.acl-long.633,2025,ACL,1,1,1.0,624.0
2025.acl-long.635,2025,ACL,2,2,16.0,4992.0
2025.acl-long.636,2025,ACL,1,1,1.0,1979.0
2025.acl-long.637,2025,ACL,1,1,8.0,2494.4
2025.acl-long.638,2025,ACL,2,1,16.0,4992.0
2025.acl-long.639,2025,ACL,3,2,24.0,4992.0
2025.acl-long.64,2025,ACL,1,1,2.0,1321.2
2025.acl-long.641,2025,ACL,1,1,8.0,4992.0
2025.acl-long.644,2025,ACL,2,1,40.0,19968.0
2025.acl-long.648,2025,ACL,1,1,8.0,15832.0
2025.acl-long.649,2025,ACL,2,2,9.0,624.0
2025.acl-long.65,2025,ACL,1,1,16.0,1792.0
2025.acl-long.651,2025,ACL,1,1,4.0,1448.0
2025.acl-long.652,2025,ACL,1,1,1.0,624.0
2025.acl-long.653,2025,ACL,1,1,16.0,9984.0
2025.acl-long.654,2025,ACL,1,1,8.0,4992.0
2025.acl-long.657,2025,ACL,2,2,8.0,2496.0
2025.acl-long.658,2025,ACL,1,1,8.0,4992.0
2025.acl-long.659,2025,ACL,1,1,4.0,130.48
2025.acl-long.660,2025,ACL,2,2,5.0,2642.4
2025.acl-long.661,2025,ACL,1,1,1.0,624.0
2025.acl-long.662,2025,ACL,1,1,4.0,2496.0
2025.acl-long.663,2025,ACL,1,1,2.0,1248.0
2025.acl-long.667,2025,ACL,1,1,4.0,3024.0
2025.acl-long.668,2025,ACL,1,1,2.0,1248.0
2025.acl-long.669,2025,ACL,2,1,16.0,2494.4
2025.acl-long.67,2025,ACL,4,2,4.0,624.0
2025.acl-long.671,2025,ACL,1,1,4.0,3024.0
2025.acl-long.673,2025,ACL,3,1,6.0,2642.4
2025.acl-long.674,2025,ACL,3,1,13.0,2494.4
2025.acl-long.675,2025,ACL,2,1,3.0,1512.0
2025.acl-long.676,2025,ACL,2,2,24.0,9984.0
2025.acl-long.678,2025,ACL,2,1,2.0,624.0
2025.acl-long.679,2025,ACL,1,1,8.0,2272.0
2025.acl-long.681,2025,ACL,1,1,32.0,19968.0
2025.acl-long.684,2025,ACL,1,1,1.0,284.0
2025.acl-long.685,2025,ACL,8,2,30.0,6048.0
2025.acl-long.686,2025,ACL,1,1,1.0,660.6
2025.acl-long.688,2025,ACL,1,1,8.0,4992.0
2025.acl-long.689,2025,ACL,1,1,8.0,2368.0
2025.acl-long.690,2025,ACL,1,1,1.0,624.0
2025.acl-long.693,2025,ACL,1,1,4.0,2496.0
2025.acl-long.694,2025,ACL,1,1,8.0,4992.0
2025.acl-long.696,2025,ACL,1,1,1.0,284.0
2025.acl-long.698,2025,ACL,2,2,16.0,4992.0
2025.acl-long.699,2025,ACL,1,1,4.0,2496.0
2025.acl-long.70,2025,ACL,1,1,1.0,624.0
2025.acl-long.702,2025,ACL,3,1,7.0,1448.0
2025.acl-long.703,2025,ACL,2,1,2.0,624.0
2025.acl-long.704,2025,ACL,2,2,4.0,77.4
2025.acl-long.710,2025,ACL,1,1,4.0,2496.0
2025.acl-long.712,2025,ACL,1,1,4.0,3024.0
2025.acl-long.713,2025,ACL,2,1,2.0,624.0
2025.acl-long.714,2025,ACL,1,1,4.0,2496.0
2025.acl-long.719,2025,ACL,1,1,2.0,623.6
2025.acl-long.720,2025,ACL,1,1,8.0,4992.0
2025.acl-long.721,2025,ACL,1,1,8.0,1912.0
2025.acl-long.722,2025,ACL,2,2,2.0,660.6
2025.acl-long.723,2025,ACL,1,1,1.0,660.6
2025.acl-long.725,2025,ACL,1,1,1.0,756.0
2025.acl-long.726,2025,ACL,1,1,4.0,448.0
2025.acl-long.729,2025,ACL,1,1,4.0,2496.0
2025.acl-long.730,2025,ACL,1,1,8.0,4992.0
2025.acl-long.732,2025,ACL,1,1,8.0,4992.0
2025.acl-long.733,2025,ACL,1,1,4.0,2496.0
2025.acl-long.734,2025,ACL,1,1,8.0,4992.0
2025.acl-long.735,2025,ACL,2,1,5.0,448.0
2025.acl-long.74,2025,ACL,1,1,8.0,4992.0
2025.acl-long.741,2025,ACL,1,1,8.0,4992.0
2025.acl-long.742,2025,ACL,1,1,1.0,624.0
2025.acl-long.743,2025,ACL,1,1,1.0,284.0
2025.acl-long.746,2025,ACL,1,1,1.0,624.0
2025.acl-long.747,2025,ACL,3,1,14.0,3744.0
2025.acl-long.748,2025,ACL,1,1,1.0,624.0
2025.acl-long.752,2025,ACL,1,1,8.0,4992.0
2025.acl-long.753,2025,ACL,1,1,4.0,2496.0
2025.acl-long.754,2025,ACL,1,1,8.0,4992.0
2025.acl-long.756,2025,ACL,1,1,1.0,91.06
2025.acl-long.761,2025,ACL,1,1,1.0,624.0
2025.acl-long.764,2025,ACL,1,1,1.0,756.0
2025.acl-long.769,2025,ACL,4,1,18.0,4992.0
2025.acl-long.77,2025,ACL,1,1,8.0,4992.0
2025.acl-long.770,2025,ACL,1,1,8.0,309.6
2025.acl-long.771,2025,ACL,1,1,16.0,9984.0
2025.acl-long.772,2025,ACL,1,1,1.0,660.6
2025.acl-long.773,2025,ACL,1,1,8.0,4992.0
2025.acl-long.776,2025,ACL,1,1,1.0,284.0
2025.acl-long.781,2025,ACL,1,1,1.0,284.0
2025.acl-long.783,2025,ACL,1,1,8.0,4992.0
2025.acl-long.785,2025,ACL,1,1,2.0,1248.0
2025.acl-long.786,2025,ACL,1,1,1.0,112.0
2025.acl-long.787,2025,ACL,1,1,2.0,568.0
2025.acl-long.79,2025,ACL,1,1,8.0,896.0
2025.acl-long.790,2025,ACL,2,2,9.0,4992.0
2025.acl-long.794,2025,ACL,1,1,8.0,4992.0
2025.acl-long.796,2025,ACL,1,1,1.0,624.0
2025.acl-long.798,2025,ACL,1,1,4.0,2496.0
2025.acl-long.799,2025,ACL,1,1,4.0,154.8
2025.acl-long.8,2025,ACL,2,1,5.0,2496.0
2025.acl-long.800,2025,ACL,2,1,2.0,624.0
2025.acl-long.801,2025,ACL,1,1,2.0,598.6
2025.acl-long.804,2025,ACL,1,1,1.0,311.8
2025.acl-long.806,2025,ACL,1,1,1.0,624.0
2025.acl-long.807,2025,ACL,1,1,1.0,284.0
2025.acl-long.808,2025,ACL,1,1,8.0,4992.0
2025.acl-long.809,2025,ACL,1,1,4.0,2496.0
2025.acl-long.812,2025,ACL,1,1,1.0,624.0
2025.acl-long.815,2025,ACL,1,1,1.0,299.3
2025.acl-long.817,2025,ACL,1,1,2.0,1248.0
2025.acl-long.819,2025,ACL,1,1,8.0,4992.0
2025.acl-long.82,2025,ACL,1,1,8.0,6048.0
2025.acl-long.821,2025,ACL,1,1,1.0,624.0
2025.acl-long.825,2025,ACL,1,1,1.0,624.0
2025.acl-long.826,2025,ACL,1,1,8.0,4992.0
2025.acl-long.829,2025,ACL,1,1,8.0,2272.0
2025.acl-long.833,2025,ACL,1,1,4.0,1247.2
2025.acl-long.835,2025,ACL,1,1,1.0,125.0
2025.acl-long.837,2025,ACL,2,1,6.0,2496.0
2025.acl-long.838,2025,ACL,1,1,8.0,4992.0
2025.acl-long.839,2025,ACL,1,1,8.0,4992.0
2025.acl-long.84,2025,ACL,1,1,1.0,91.06
2025.acl-long.840,2025,ACL,1,1,8.0,4992.0
2025.acl-long.845,2025,ACL,1,1,8.0,4992.0
2025.acl-long.846,2025,ACL,1,1,8.0,4992.0
2025.acl-long.847,2025,ACL,1,1,4.0,1448.0
2025.acl-long.849,2025,ACL,1,1,8.0,4992.0
2025.acl-long.85,2025,ACL,1,1,1.0,624.0
2025.acl-long.851,2025,ACL,2,2,2.0,624.0
2025.acl-long.853,2025,ACL,1,1,8.0,4992.0
2025.acl-long.856,2025,ACL,1,1,8.0,2494.4
2025.acl-long.861,2025,ACL,1,1,16.0,9984.0
2025.acl-long.862,2025,ACL,1,1,1.0,624.0
2025.acl-long.863,2025,ACL,2,1,8.0,1247.2
2025.acl-long.864,2025,ACL,1,1,2.0,77.4
2025.acl-long.865,2025,ACL,1,1,8.0,4992.0
2025.acl-long.866,2025,ACL,4,2,18.0,6048.0
2025.acl-long.871,2025,ACL,1,1,1.0,624.0
2025.acl-long.875,2025,ACL,1,1,1.0,624.0
2025.acl-long.877,2025,ACL,1,1,8.0,2272.0
2025.acl-long.878,2025,ACL,1,1,8.0,4992.0
2025.acl-long.88,2025,ACL,2,2,5.0,130.48
2025.acl-long.880,2025,ACL,1,1,10.0,2840.0
2025.acl-long.881,2025,ACL,2,2,16.0,6048.0
2025.acl-long.883,2025,ACL,2,2,16.0,6048.0
2025.acl-long.885,2025,ACL,2,1,16.0,6048.0
2025.acl-long.886,2025,ACL,1,1,1.0,32.62
2025.acl-long.888,2025,ACL,1,1,8.0,4992.0
2025.acl-long.889,2025,ACL,1,1,1.0,624.0
2025.acl-long.89,2025,ACL,1,1,8.0,4992.0
2025.acl-long.890,2025,ACL,1,1,1.0,835.5
2025.acl-long.893,2025,ACL,2,1,4.0,1248.0
2025.acl-long.897,2025,ACL,1,1,1.0,624.0
2025.acl-long.899,2025,ACL,1,1,1.0,624.0
2025.acl-long.9,2025,ACL,1,1,1.0,835.5
2025.acl-long.900,2025,ACL,1,1,4.0,2642.4
2025.acl-long.902,2025,ACL,2,1,2.0,624.0
2025.acl-long.903,2025,ACL,1,1,6.0,1704.0
2025.acl-long.906,2025,ACL,3,1,56.0,9977.6
2025.acl-long.908,2025,ACL,5,1,29.0,15832.0
2025.acl-long.909,2025,ACL,2,2,12.0,4992.0
2025.acl-long.912,2025,ACL,2,2,8.0,7916.0
2025.acl-long.915,2025,ACL,2,2,12.0,7916.0
2025.acl-long.917,2025,ACL,2,1,40.0,9977.6
2025.acl-long.918,2025,ACL,4,1,11.0,309.6
2025.acl-long.92,2025,ACL,1,1,4.0,2496.0
2025.acl-long.920,2025,ACL,1,1,2.0,1321.2
2025.acl-long.924,2025,ACL,1,1,1.0,38.7
2025.acl-long.926,2025,ACL,1,1,8.0,4992.0
2025.acl-long.927,2025,ACL,1,1,2.0,77.4
2025.acl-long.928,2025,ACL,1,1,8.0,4992.0
2025.acl-long.929,2025,ACL,1,1,1.0,38.7
2025.acl-long.931,2025,ACL,1,1,1.0,624.0
2025.acl-long.933,2025,ACL,1,1,8.0,4992.0
2025.acl-long.937,2025,ACL,2,2,33.0,19968.0
2025.acl-long.938,2025,ACL,1,1,4.0,154.8
2025.acl-long.94,2025,ACL,2,1,32.0,14976.0
2025.acl-long.940,2025,ACL,2,2,9.0,2494.4
2025.acl-long.942,2025,ACL,2,1,2.0,624.0
2025.acl-long.944,2025,ACL,1,1,2.0,598.6
2025.acl-long.945,2025,ACL,1,1,8.0,4992.0
2025.acl-long.947,2025,ACL,1,1,1.0,27.77
2025.acl-long.948,2025,ACL,1,1,1.0,624.0
2025.acl-long.95,2025,ACL,4,3,21.0,4992.0
2025.acl-long.950,2025,ACL,1,1,8.0,4992.0
2025.acl-long.951,2025,ACL,2,1,8.0,2496.0
2025.acl-long.952,2025,ACL,1,1,1.0,311.8
2025.acl-long.954,2025,ACL,2,2,2.0,624.0
2025.acl-long.957,2025,ACL,1,1,2.0,1248.0
2025.acl-long.959,2025,ACL,2,1,16.0,4992.0
2025.acl-long.960,2025,ACL,1,1,8.0,4992.0
2025.acl-long.961,2025,ACL,4,2,6.0,1248.0
2025.acl-long.962,2025,ACL,2,2,9.0,222.16
2025.acl-long.967,2025,ACL,1,1,4.0,2496.0
2025.acl-long.968,2025,ACL,1,1,1.0,299.3
2025.acl-long.971,2025,ACL,1,1,4.0,2496.0
2025.acl-long.972,2025,ACL,1,1,8.0,4992.0
2025.acl-long.973,2025,ACL,1,1,8.0,6048.0
2025.acl-long.975,2025,ACL,1,1,1.0,624.0
2025.acl-long.979,2025,ACL,1,1,32.0,24192.0
2025.acl-long.980,2025,ACL,1,1,1.0,320.0
2025.acl-long.982,2025,ACL,1,1,24.0,14976.0
2025.acl-long.983,2025,ACL,1,1,8.0,4992.0
2025.acl-long.984,2025,ACL,1,1,1.0,38.7
2025.acl-long.985,2025,ACL,1,1,1.0,624.0
2025.acl-long.986,2025,ACL,2,1,16.0,4992.0
2025.acl-long.99,2025,ACL,4,2,8.0,2496.0
2025.acl-long.990,2025,ACL,1,1,8.0,4992.0
2025.acl-long.992,2025,ACL,2,1,16.0,4992.0
2025.acl-long.993,2025,ACL,2,1,2.0,624.0
2025.acl-long.994,2025,ACL,1,1,8.0,4992.0
2025.acl-long.995,2025,ACL,1,1,4.0,154.8
2025.acl-long.997,2025,ACL,1,1,64.0,39936.0
2025.acl-long.999,2025,ACL,2,1,8.0,154.8
2025.emnlp-main.1,2025,EMNLP,2,2,2.0,756.0
2025.emnlp-main.100,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1002,2025,EMNLP,2,1,12.0,4992.0
2025.emnlp-main.1003,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1004,2025,EMNLP,1,1,1.0,660.6
2025.emnlp-main.1005,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1008,2025,EMNLP,1,1,4.0,3024.0
2025.emnlp-main.101,2025,EMNLP,1,1,8.0,6048.0
2025.emnlp-main.1010,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1011,2025,EMNLP,4,2,20.0,4992.0
2025.emnlp-main.1014,2025,EMNLP,1,1,1.0,8.126
2025.emnlp-main.1016,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1020,2025,EMNLP,2,1,5.0,2496.0
2025.emnlp-main.1022,2025,EMNLP,3,1,5.0,1248.0
2025.emnlp-main.1025,2025,EMNLP,3,1,48.0,12096.0
2025.emnlp-main.1026,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1027,2025,EMNLP,1,1,2.0,1248.0
2025.emnlp-main.1028,2025,EMNLP,2,2,12.0,4992.0
2025.emnlp-main.1029,2025,EMNLP,2,1,3.0,55.54
2025.emnlp-main.103,2025,EMNLP,2,1,12.0,4992.0
2025.emnlp-main.1030,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1037,2025,EMNLP,1,1,4.0,154.8
2025.emnlp-main.1040,2025,EMNLP,2,1,8.0,2496.0
2025.emnlp-main.1041,2025,EMNLP,1,1,2.0,1512.0
2025.emnlp-main.1043,2025,EMNLP,2,2,16.0,4992.0
2025.emnlp-main.1044,2025,EMNLP,1,1,8.0,2394.4
2025.emnlp-main.1045,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1046,2025,EMNLP,2,2,3.0,1321.2
2025.emnlp-main.1047,2025,EMNLP,1,1,4.0,448.0
2025.emnlp-main.1048,2025,EMNLP,1,1,4.0,154.8
2025.emnlp-main.105,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1050,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1058,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1059,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1061,2025,EMNLP,2,1,4.0,623.6
2025.emnlp-main.1062,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1064,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1066,2025,EMNLP,1,1,1.0,112.0
2025.emnlp-main.1067,2025,EMNLP,1,1,8.0,2368.0
2025.emnlp-main.1068,2025,EMNLP,1,1,8.0,896.0
2025.emnlp-main.1071,2025,EMNLP,1,1,1.0,284.0
2025.emnlp-main.1072,2025,EMNLP,1,1,1.0,362.0
2025.emnlp-main.1074,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1075,2025,EMNLP,4,2,32.0,6048.0
2025.emnlp-main.1076,2025,EMNLP,2,1,48.0,19968.0
2025.emnlp-main.1077,2025,EMNLP,1,1,1.0,32.62
2025.emnlp-main.1078,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.108,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1080,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1081,2025,EMNLP,1,1,16.0,6016.0
2025.emnlp-main.1082,2025,EMNLP,1,1,4.0,7916.0
2025.emnlp-main.1083,2025,EMNLP,1,1,2.0,1248.0
2025.emnlp-main.1085,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1086,2025,EMNLP,2,1,9.0,6048.0
2025.emnlp-main.1087,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1088,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1090,2025,EMNLP,1,1,8.0,15832.0
2025.emnlp-main.1094,2025,EMNLP,1,1,2.0,77.4
2025.emnlp-main.1095,2025,EMNLP,4,2,16.0,3120.0
2025.emnlp-main.1096,2025,EMNLP,2,1,16.0,4992.0
2025.emnlp-main.1097,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.11,2025,EMNLP,2,2,2.0,1979.0
2025.emnlp-main.110,2025,EMNLP,2,2,12.0,4992.0
2025.emnlp-main.1102,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1106,2025,EMNLP,1,1,16.0,31664.0
2025.emnlp-main.1108,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1109,2025,EMNLP,1,1,2.0,1248.0
2025.emnlp-main.111,2025,EMNLP,2,2,2.0,624.0
2025.emnlp-main.1111,2025,EMNLP,1,1,1.0,484.0
2025.emnlp-main.1112,2025,EMNLP,1,1,1.0,296.0
2025.emnlp-main.1114,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1116,2025,EMNLP,2,2,8.0,7916.0
2025.emnlp-main.1118,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.112,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1120,2025,EMNLP,1,1,3.0,1981.8
2025.emnlp-main.1123,2025,EMNLP,1,1,8.0,2896.0
2025.emnlp-main.1127,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1128,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1129,2025,EMNLP,3,3,6.0,2496.0
2025.emnlp-main.113,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1132,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1136,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.114,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1141,2025,EMNLP,2,1,32.0,9984.0
2025.emnlp-main.1142,2025,EMNLP,1,1,4.0,3342.0
2025.emnlp-main.1144,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1148,2025,EMNLP,1,1,1.0,32.62
2025.emnlp-main.1149,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.115,2025,EMNLP,2,2,16.0,4992.0
2025.emnlp-main.1153,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1154,2025,EMNLP,1,1,4.0,1247.2
2025.emnlp-main.1155,2025,EMNLP,1,1,64.0,39936.0
2025.emnlp-main.1159,2025,EMNLP,1,1,1.0,299.3
2025.emnlp-main.1161,2025,EMNLP,1,1,8.0,15832.0
2025.emnlp-main.1163,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1165,2025,EMNLP,2,2,2.0,756.0
2025.emnlp-main.1166,2025,EMNLP,3,3,12.0,2496.0
2025.emnlp-main.1167,2025,EMNLP,2,1,8.0,2496.0
2025.emnlp-main.1169,2025,EMNLP,2,1,16.0,15832.0
2025.emnlp-main.1174,2025,EMNLP,1,1,4.0,3024.0
2025.emnlp-main.1179,2025,EMNLP,1,1,2.0,592.0
2025.emnlp-main.118,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1180,2025,EMNLP,1,1,8.0,2272.0
2025.emnlp-main.1185,2025,EMNLP,1,1,8.0,2272.0
2025.emnlp-main.1186,2025,EMNLP,1,1,1.0,284.0
2025.emnlp-main.1187,2025,EMNLP,1,1,1.0,311.8
2025.emnlp-main.1189,2025,EMNLP,1,1,3.0,336.0
2025.emnlp-main.1197,2025,EMNLP,1,1,4.0,111.08
2025.emnlp-main.1198,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.120,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1200,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1201,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1203,2025,EMNLP,1,1,4.0,154.8
2025.emnlp-main.1204,2025,EMNLP,1,1,1.0,284.0
2025.emnlp-main.1209,2025,EMNLP,2,2,10.0,4992.0
2025.emnlp-main.121,2025,EMNLP,1,1,4.0,364.24
2025.emnlp-main.1211,2025,EMNLP,1,1,4.0,154.8
2025.emnlp-main.1212,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1214,2025,EMNLP,2,2,5.0,2496.0
2025.emnlp-main.1215,2025,EMNLP,2,1,2.0,284.0
2025.emnlp-main.1218,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.122,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1220,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1221,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1222,2025,EMNLP,1,1,1.0,284.0
2025.emnlp-main.1226,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1228,2025,EMNLP,1,1,1.0,112.0
2025.emnlp-main.1231,2025,EMNLP,1,1,4.0,3024.0
2025.emnlp-main.1232,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1235,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1236,2025,EMNLP,1,1,2.0,55.54
2025.emnlp-main.1238,2025,EMNLP,1,1,4.0,3024.0
2025.emnlp-main.1239,2025,EMNLP,2,2,2.0,835.5
2025.emnlp-main.1241,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1242,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1245,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1246,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1248,2025,EMNLP,3,1,3.0,624.0
2025.emnlp-main.125,2025,EMNLP,1,1,8.0,6048.0
2025.emnlp-main.1252,2025,EMNLP,1,1,1.0,756.0
2025.emnlp-main.1253,2025,EMNLP,1,1,2.0,1248.0
2025.emnlp-main.1254,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1256,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1260,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1261,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1264,2025,EMNLP,2,1,2.0,624.0
2025.emnlp-main.1267,2025,EMNLP,1,1,8.0,2368.0
2025.emnlp-main.1269,2025,EMNLP,2,2,2.0,362.0
2025.emnlp-main.127,2025,EMNLP,1,1,2.0,1512.0
2025.emnlp-main.1271,2025,EMNLP,1,1,2.0,598.6
2025.emnlp-main.1277,2025,EMNLP,1,1,1.0,299.3
2025.emnlp-main.1281,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.1285,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1286,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1288,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1289,2025,EMNLP,5,4,30.0,2896.0
2025.emnlp-main.1292,2025,EMNLP,2,2,16.0,5284.8
2025.emnlp-main.1294,2025,EMNLP,1,1,1.0,299.3
2025.emnlp-main.1295,2025,EMNLP,2,2,2.0,624.0
2025.emnlp-main.1298,2025,EMNLP,1,1,4.0,1448.0
2025.emnlp-main.1300,2025,EMNLP,2,1,12.0,260.96
2025.emnlp-main.1301,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1305,2025,EMNLP,7,5,42.0,4992.0
2025.emnlp-main.1306,2025,EMNLP,6,1,61.0,24192.0
2025.emnlp-main.1308,2025,EMNLP,1,1,1.0,38.7
2025.emnlp-main.1309,2025,EMNLP,1,1,1.0,624.0
2025.emnlp-main.131,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1310,2025,EMNLP,1,1,1.0,756.0
2025.emnlp-main.1313,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1317,2025,EMNLP,1,1,8.0,4992.0
2025.emnlp-main.1318,2025,EMNLP,1,1,8.0,2368.0
2025.emnlp-main.1320,2025,EMNLP,3,1,7.0,2496.0
2025.emnlp-main.1324,2025,EMNLP,2,1,9.0,2272.0
2025.emnlp-main.1326,2025,EMNLP,2,1,2.0,624.0
2025.emnlp-main.1329,2025,EMNLP,2,2,16.0,4992.0
2025.emnlp-main.1335,2025,EMNLP,1,1,4.0,3024.0
2025.emnlp-main.1337,2025,EMNLP,1,1,4.0,2496.0
2025.emnlp-main.1338,2025,EMNLP,2,1,2.0,624.0
2025.emnlp-main.1340,2025,EMNLP,3,2,5.0,336.0
